NEW RUN - Noise Mode:none, Dupes:False2025-05-13 10:54:04,346 | INFO | __main__ | Experiment started.
2025-05-13 10:54:05,647 | INFO | __main__ | Using cuda device
2025-05-13 10:54:05,648 | INFO | __main__ | False
2025-05-13 10:54:05,648 | INFO | __main__ | 

=== Training with noise_mode = 'none' ===
2025-05-13 10:54:08,713 | INFO | vqa_data | DUPES IS : False
2025-05-13 10:54:22,389 | INFO | vqa_data | NO DUPES: 181
2025-05-13 10:54:32,494 | INFO | model | The accuracy of the model is 0.5185185185185185
2025-05-13 10:54:32,500 | INFO | model | Starting training run: 1
2025-05-13 10:54:49,849 | INFO | model | Epoch 1/30, Average Loss: 6.7553
2025-05-13 10:55:07,271 | INFO | model | Epoch 2/30, Average Loss: 4.9897
2025-05-13 10:55:24,432 | INFO | model | Epoch 3/30, Average Loss: 3.9886
2025-05-13 10:55:41,478 | INFO | model | Epoch 4/30, Average Loss: 3.0864
2025-05-13 10:55:58,528 | INFO | model | Epoch 5/30, Average Loss: 2.6126
2025-05-13 10:56:16,017 | INFO | model | Epoch 6/30, Average Loss: 1.8646
2025-05-13 10:56:33,103 | INFO | model | Epoch 7/30, Average Loss: 1.5255
2025-05-13 10:56:50,170 | INFO | model | Epoch 8/30, Average Loss: 1.2548
2025-05-13 10:57:07,354 | INFO | model | Epoch 9/30, Average Loss: 0.8785
2025-05-13 10:57:24,413 | INFO | model | Epoch 10/30, Average Loss: 0.7104
2025-05-13 10:57:41,474 | INFO | model | Epoch 11/30, Average Loss: 0.6307
2025-05-13 10:57:58,468 | INFO | model | Epoch 12/30, Average Loss: 0.4778
2025-05-13 10:58:19,796 | INFO | model | Epoch 13/30, Average Loss: 0.3565
2025-05-13 10:58:37,404 | INFO | model | Epoch 14/30, Average Loss: 0.3221
2025-05-13 10:58:54,444 | INFO | model | Epoch 15/30, Average Loss: 0.2960
2025-05-13 10:59:11,808 | INFO | model | Epoch 16/30, Average Loss: 0.2257
2025-05-13 10:59:28,823 | INFO | model | Epoch 17/30, Average Loss: 0.1811
2025-05-13 10:59:45,780 | INFO | model | Epoch 18/30, Average Loss: 0.2047
2025-05-13 11:00:03,067 | INFO | model | Epoch 19/30, Average Loss: 0.1757
2025-05-13 11:00:20,044 | INFO | model | Epoch 20/30, Average Loss: 0.1872
2025-05-13 11:00:37,002 | INFO | model | Epoch 21/30, Average Loss: 0.1031
2025-05-13 11:00:54,017 | INFO | model | Epoch 22/30, Average Loss: 0.1127
2025-05-13 11:01:11,349 | INFO | model | Epoch 23/30, Average Loss: 0.1524
2025-05-13 11:01:28,318 | INFO | model | Epoch 24/30, Average Loss: 0.1372
2025-05-13 11:01:45,246 | INFO | model | Epoch 25/30, Average Loss: 0.1047
2025-05-13 11:02:02,150 | INFO | model | Epoch 26/30, Average Loss: 0.0929
2025-05-13 11:02:19,307 | INFO | model | Epoch 27/30, Average Loss: 0.0871
2025-05-13 11:02:36,299 | INFO | model | Epoch 28/30, Average Loss: 0.0756
2025-05-13 11:02:53,246 | INFO | model | Epoch 29/30, Average Loss: 0.1389
2025-05-13 11:03:10,542 | INFO | model | Epoch 30/30, Average Loss: 0.0813
2025-05-13 11:03:19,662 | INFO | model | The accuracy of the model is 0.6296296296296297
