NEW RUN - Noise Mode:none, Dupes:True2025-05-13 07:04:35,721 | INFO | __main__ | Experiment started.
2025-05-13 07:04:37,037 | INFO | __main__ | Using cuda device
2025-05-13 07:04:37,037 | INFO | __main__ | True
2025-05-13 07:04:37,037 | INFO | __main__ | 

=== Training with noise_mode = 'none' ===
2025-05-13 07:04:38,764 | INFO | vqa_data | DUPES IS : True
2025-05-13 07:04:46,500 | INFO | vqa_data | NO DUPES: 940
2025-05-13 07:05:09,165 | INFO | model | The accuracy of the model is 0.504
2025-05-13 07:05:09,171 | INFO | model | Starting training run: 1
2025-05-13 07:06:39,168 | INFO | model | Epoch 1/30, Average Loss: 5.4759
2025-05-13 07:08:10,932 | INFO | model | Epoch 2/30, Average Loss: 3.6800
2025-05-13 07:09:43,135 | INFO | model | Epoch 3/30, Average Loss: 2.8248
2025-05-13 07:11:12,776 | INFO | model | Epoch 4/30, Average Loss: 2.3785
2025-05-13 07:12:42,382 | INFO | model | Epoch 5/30, Average Loss: 2.0288
2025-05-13 07:14:12,213 | INFO | model | Epoch 6/30, Average Loss: 1.6954
2025-05-13 07:15:41,787 | INFO | model | Epoch 7/30, Average Loss: 1.3979
2025-05-13 07:17:11,744 | INFO | model | Epoch 8/30, Average Loss: 1.1897
2025-05-13 07:18:45,729 | INFO | model | Epoch 9/30, Average Loss: 1.0016
2025-05-13 07:20:15,619 | INFO | model | Epoch 10/30, Average Loss: 0.8894
2025-05-13 07:21:45,334 | INFO | model | Epoch 11/30, Average Loss: 0.7805
2025-05-13 07:23:15,210 | INFO | model | Epoch 12/30, Average Loss: 0.7119
2025-05-13 07:24:44,777 | INFO | model | Epoch 13/30, Average Loss: 0.6517
2025-05-13 07:26:14,597 | INFO | model | Epoch 14/30, Average Loss: 0.6061
2025-05-13 07:27:44,003 | INFO | model | Epoch 15/30, Average Loss: 0.5500
2025-05-13 07:29:18,017 | INFO | model | Epoch 16/30, Average Loss: 0.5252
2025-05-13 07:30:47,314 | INFO | model | Epoch 17/30, Average Loss: 0.5274
2025-05-13 07:32:17,100 | INFO | model | Epoch 18/30, Average Loss: 0.5062
2025-05-13 07:33:46,171 | INFO | model | Epoch 19/30, Average Loss: 0.4852
2025-05-13 07:35:15,438 | INFO | model | Epoch 20/30, Average Loss: 0.5267
2025-05-13 07:36:44,323 | INFO | model | Epoch 21/30, Average Loss: 0.4810
2025-05-13 07:38:16,183 | INFO | model | Epoch 22/30, Average Loss: 0.4744
2025-05-13 07:39:47,053 | INFO | model | Epoch 23/30, Average Loss: 0.4448
2025-05-13 07:41:16,104 | INFO | model | Epoch 24/30, Average Loss: 0.4107
2025-05-13 07:42:44,783 | INFO | model | Epoch 25/30, Average Loss: 0.4256
2025-05-13 07:44:13,841 | INFO | model | Epoch 26/30, Average Loss: 0.4045
2025-05-13 07:45:42,592 | INFO | model | Epoch 27/30, Average Loss: 0.4380
2025-05-13 07:47:11,661 | INFO | model | Epoch 28/30, Average Loss: 0.4664
2025-05-13 07:48:44,925 | INFO | model | Epoch 29/30, Average Loss: 0.4199
2025-05-13 07:50:14,004 | INFO | model | Epoch 30/30, Average Loss: 0.4673
2025-05-13 07:50:35,156 | INFO | model | The accuracy of the model is 0.592
