NEW RUN - Noise Mode:none, Dupes:False2025-05-13 06:36:06,122 | INFO | __main__ | Experiment started.
2025-05-13 06:36:07,448 | INFO | __main__ | Using cuda device
2025-05-13 06:36:07,449 | INFO | __main__ | False
2025-05-13 06:36:07,449 | INFO | __main__ | 

=== Training with noise_mode = 'none' ===
2025-05-13 06:36:10,345 | INFO | vqa_data | DUPES IS : False
2025-05-13 06:36:24,010 | INFO | vqa_data | NO DUPES: 181
2025-05-13 06:36:34,096 | INFO | model | The accuracy of the model is 0.46296296296296297
2025-05-13 06:36:34,102 | INFO | model | Starting training run: 1
2025-05-13 06:36:51,376 | INFO | model | Epoch 1/30, Average Loss: 6.7164
2025-05-13 06:37:08,831 | INFO | model | Epoch 2/30, Average Loss: 4.7007
2025-05-13 06:37:25,923 | INFO | model | Epoch 3/30, Average Loss: 3.6797
2025-05-13 06:37:42,941 | INFO | model | Epoch 4/30, Average Loss: 3.2291
2025-05-13 06:37:59,966 | INFO | model | Epoch 5/30, Average Loss: 2.3553
2025-05-13 06:38:21,044 | INFO | model | Epoch 6/30, Average Loss: 1.8877
2025-05-13 06:38:38,897 | INFO | model | Epoch 7/30, Average Loss: 1.6611
2025-05-13 06:38:55,950 | INFO | model | Epoch 8/30, Average Loss: 1.1591
2025-05-13 06:39:13,087 | INFO | model | Epoch 9/30, Average Loss: 0.9773
2025-05-13 06:39:30,138 | INFO | model | Epoch 10/30, Average Loss: 0.8272
2025-05-13 06:39:47,154 | INFO | model | Epoch 11/30, Average Loss: 0.6389
2025-05-13 06:40:04,475 | INFO | model | Epoch 12/30, Average Loss: 0.5884
2025-05-13 06:40:21,505 | INFO | model | Epoch 13/30, Average Loss: 0.3884
2025-05-13 06:40:38,544 | INFO | model | Epoch 14/30, Average Loss: 0.3220
2025-05-13 06:40:55,535 | INFO | model | Epoch 15/30, Average Loss: 0.3294
2025-05-13 06:41:12,809 | INFO | model | Epoch 16/30, Average Loss: 0.2367
2025-05-13 06:41:29,790 | INFO | model | Epoch 17/30, Average Loss: 0.1756
2025-05-13 06:41:46,697 | INFO | model | Epoch 18/30, Average Loss: 0.2259
2025-05-13 06:42:04,015 | INFO | model | Epoch 19/30, Average Loss: 0.1300
2025-05-13 06:42:21,002 | INFO | model | Epoch 20/30, Average Loss: 0.1435
2025-05-13 06:42:38,003 | INFO | model | Epoch 21/30, Average Loss: 0.1468
2025-05-13 06:42:54,958 | INFO | model | Epoch 22/30, Average Loss: 0.1371
2025-05-13 06:43:12,258 | INFO | model | Epoch 23/30, Average Loss: 0.1570
2025-05-13 06:43:29,249 | INFO | model | Epoch 24/30, Average Loss: 0.1050
2025-05-13 06:43:46,166 | INFO | model | Epoch 25/30, Average Loss: 0.1525
2025-05-13 06:44:03,468 | INFO | model | Epoch 26/30, Average Loss: 0.1193
2025-05-13 06:44:20,412 | INFO | model | Epoch 27/30, Average Loss: 0.1000
2025-05-13 06:44:37,400 | INFO | model | Epoch 28/30, Average Loss: 0.0904
2025-05-13 06:44:54,333 | INFO | model | Epoch 29/30, Average Loss: 0.0806
2025-05-13 06:45:11,671 | INFO | model | Epoch 30/30, Average Loss: 0.1081
2025-05-13 06:45:20,791 | INFO | model | The accuracy of the model is 0.5740740740740741
