NEW RUN - Noise Mode:none, Dupes:False2025-05-13 11:22:20,357 | INFO | __main__ | Experiment started.
2025-05-13 11:22:21,625 | INFO | __main__ | Using cuda device
2025-05-13 11:22:21,625 | INFO | __main__ | False
2025-05-13 11:22:21,625 | INFO | __main__ | 

=== Training with noise_mode = 'none' ===
2025-05-13 11:22:23,697 | INFO | vqa_data | DUPES IS : False
2025-05-13 11:22:37,377 | INFO | vqa_data | NO DUPES: 181
2025-05-13 11:22:47,504 | INFO | model | The accuracy of the model is 0.3888888888888889
2025-05-13 11:22:47,510 | INFO | model | Starting training run: 1
2025-05-13 11:23:05,139 | INFO | model | Epoch 1/30, Average Loss: 6.1614
2025-05-13 11:23:22,316 | INFO | model | Epoch 2/30, Average Loss: 4.3563
2025-05-13 11:23:39,360 | INFO | model | Epoch 3/30, Average Loss: 3.4728
2025-05-13 11:23:56,403 | INFO | model | Epoch 4/30, Average Loss: 2.9109
2025-05-13 11:24:13,627 | INFO | model | Epoch 5/30, Average Loss: 2.1670
2025-05-13 11:24:30,723 | INFO | model | Epoch 6/30, Average Loss: 1.7472
2025-05-13 11:24:47,818 | INFO | model | Epoch 7/30, Average Loss: 1.3599
2025-05-13 11:25:05,231 | INFO | model | Epoch 8/30, Average Loss: 1.0604
2025-05-13 11:25:22,372 | INFO | model | Epoch 9/30, Average Loss: 0.9778
2025-05-13 11:25:39,409 | INFO | model | Epoch 10/30, Average Loss: 0.6213
2025-05-13 11:25:56,433 | INFO | model | Epoch 11/30, Average Loss: 0.5776
2025-05-13 11:26:13,749 | INFO | model | Epoch 12/30, Average Loss: 0.5413
2025-05-13 11:26:30,845 | INFO | model | Epoch 13/30, Average Loss: 0.2981
2025-05-13 11:26:47,897 | INFO | model | Epoch 14/30, Average Loss: 0.2562
2025-05-13 11:27:05,353 | INFO | model | Epoch 15/30, Average Loss: 0.2717
2025-05-13 11:27:22,459 | INFO | model | Epoch 16/30, Average Loss: 0.2131
2025-05-13 11:27:39,537 | INFO | model | Epoch 17/30, Average Loss: 0.1835
2025-05-13 11:27:56,555 | INFO | model | Epoch 18/30, Average Loss: 0.1657
2025-05-13 11:28:18,048 | INFO | model | Epoch 19/30, Average Loss: 0.1553
2025-05-13 11:28:35,090 | INFO | model | Epoch 20/30, Average Loss: 0.1215
2025-05-13 11:28:52,077 | INFO | model | Epoch 21/30, Average Loss: 0.1423
2025-05-13 11:29:09,536 | INFO | model | Epoch 22/30, Average Loss: 0.0999
2025-05-13 11:29:26,552 | INFO | model | Epoch 23/30, Average Loss: 0.1172
2025-05-13 11:29:43,527 | INFO | model | Epoch 24/30, Average Loss: 0.1437
2025-05-13 11:30:00,513 | INFO | model | Epoch 25/30, Average Loss: 0.1110
2025-05-13 11:30:17,894 | INFO | model | Epoch 26/30, Average Loss: 0.0787
2025-05-13 11:30:34,879 | INFO | model | Epoch 27/30, Average Loss: 0.0998
2025-05-13 11:30:51,830 | INFO | model | Epoch 28/30, Average Loss: 0.0744
2025-05-13 11:31:09,066 | INFO | model | Epoch 29/30, Average Loss: 0.0780
2025-05-13 11:31:26,092 | INFO | model | Epoch 30/30, Average Loss: 0.0712
2025-05-13 11:31:35,202 | INFO | model | The accuracy of the model is 0.5185185185185185
