NEW RUN - Noise Mode:none, Dupes:False2025-05-13 06:45:29,774 | INFO | __main__ | Experiment started.
2025-05-13 06:45:31,053 | INFO | __main__ | Using cuda device
2025-05-13 06:45:31,053 | INFO | __main__ | False
2025-05-13 06:45:31,054 | INFO | __main__ | 

=== Training with noise_mode = 'none' ===
2025-05-13 06:45:32,733 | INFO | vqa_data | DUPES IS : False
2025-05-13 06:45:46,330 | INFO | vqa_data | NO DUPES: 181
2025-05-13 06:45:56,416 | INFO | model | The accuracy of the model is 0.46296296296296297
2025-05-13 06:45:56,422 | INFO | model | Starting training run: 1
2025-05-13 06:46:13,926 | INFO | model | Epoch 1/30, Average Loss: 6.5694
2025-05-13 06:46:31,029 | INFO | model | Epoch 2/30, Average Loss: 4.6336
2025-05-13 06:46:48,091 | INFO | model | Epoch 3/30, Average Loss: 3.8618
2025-05-13 06:47:05,506 | INFO | model | Epoch 4/30, Average Loss: 2.9816
2025-05-13 06:47:22,569 | INFO | model | Epoch 5/30, Average Loss: 2.4356
2025-05-13 06:47:39,621 | INFO | model | Epoch 6/30, Average Loss: 2.0191
2025-05-13 06:47:56,685 | INFO | model | Epoch 7/30, Average Loss: 1.6109
2025-05-13 06:48:16,690 | INFO | model | Epoch 8/30, Average Loss: 1.2902
2025-05-13 06:48:35,274 | INFO | model | Epoch 9/30, Average Loss: 1.1700
2025-05-13 06:48:52,355 | INFO | model | Epoch 10/30, Average Loss: 0.7438
2025-05-13 06:49:09,791 | INFO | model | Epoch 11/30, Average Loss: 0.6063
2025-05-13 06:49:26,826 | INFO | model | Epoch 12/30, Average Loss: 0.6128
2025-05-13 06:49:44,252 | INFO | model | Epoch 13/30, Average Loss: 0.3343
2025-05-13 06:50:07,931 | INFO | model | Epoch 14/30, Average Loss: 0.3945
2025-05-13 06:50:31,083 | INFO | model | Epoch 15/30, Average Loss: 0.3144
2025-05-13 06:50:53,041 | INFO | model | Epoch 16/30, Average Loss: 0.2565
2025-05-13 06:51:10,472 | INFO | model | Epoch 17/30, Average Loss: 0.1937
2025-05-13 06:51:27,476 | INFO | model | Epoch 18/30, Average Loss: 0.2073
2025-05-13 06:51:44,399 | INFO | model | Epoch 19/30, Average Loss: 0.1134
2025-05-13 06:52:01,356 | INFO | model | Epoch 20/30, Average Loss: 0.1495
2025-05-13 06:52:18,484 | INFO | model | Epoch 21/30, Average Loss: 0.1259
2025-05-13 06:52:35,492 | INFO | model | Epoch 22/30, Average Loss: 0.1448
2025-05-13 06:52:52,432 | INFO | model | Epoch 23/30, Average Loss: 0.1155
2025-05-13 06:53:09,828 | INFO | model | Epoch 24/30, Average Loss: 0.1384
2025-05-13 06:53:26,801 | INFO | model | Epoch 25/30, Average Loss: 0.1085
2025-05-13 06:53:43,708 | INFO | model | Epoch 26/30, Average Loss: 0.0743
2025-05-13 06:54:00,656 | INFO | model | Epoch 27/30, Average Loss: 0.1003
2025-05-13 06:54:17,959 | INFO | model | Epoch 28/30, Average Loss: 0.0691
2025-05-13 06:54:34,977 | INFO | model | Epoch 29/30, Average Loss: 0.0834
2025-05-13 06:54:51,973 | INFO | model | Epoch 30/30, Average Loss: 0.0806
2025-05-13 06:55:01,131 | INFO | model | The accuracy of the model is 0.6111111111111112
