NEW RUN - Noise Mode:none, Dupes:True2025-05-13 08:36:51,369 | INFO | __main__ | Experiment started.
2025-05-13 08:36:52,656 | INFO | __main__ | Using cuda device
2025-05-13 08:36:52,656 | INFO | __main__ | True
2025-05-13 08:36:52,656 | INFO | __main__ | 

=== Training with noise_mode = 'none' ===
2025-05-13 08:36:54,262 | INFO | vqa_data | DUPES IS : True
2025-05-13 08:36:54,266 | INFO | vqa_data | NO DUPES: 940
2025-05-13 08:37:17,023 | INFO | model | The accuracy of the model is 0.512
2025-05-13 08:37:17,029 | INFO | model | Starting training run: 1
2025-05-13 08:38:51,387 | INFO | model | Epoch 1/30, Average Loss: 5.5384
2025-05-13 08:40:21,355 | INFO | model | Epoch 2/30, Average Loss: 3.7362
2025-05-13 08:41:51,079 | INFO | model | Epoch 3/30, Average Loss: 2.9294
2025-05-13 08:43:21,001 | INFO | model | Epoch 4/30, Average Loss: 2.4443
2025-05-13 08:44:50,220 | INFO | model | Epoch 5/30, Average Loss: 2.1118
2025-05-13 08:46:19,390 | INFO | model | Epoch 6/30, Average Loss: 1.7572
2025-05-13 08:47:48,428 | INFO | model | Epoch 7/30, Average Loss: 1.5043
2025-05-13 08:49:22,386 | INFO | model | Epoch 8/30, Average Loss: 1.2106
2025-05-13 08:50:50,990 | INFO | model | Epoch 9/30, Average Loss: 1.0025
2025-05-13 08:52:20,015 | INFO | model | Epoch 10/30, Average Loss: 0.9288
2025-05-13 08:53:48,508 | INFO | model | Epoch 11/30, Average Loss: 0.8433
2025-05-13 08:55:17,536 | INFO | model | Epoch 12/30, Average Loss: 0.7050
2025-05-13 08:56:46,219 | INFO | model | Epoch 13/30, Average Loss: 0.6440
2025-05-13 08:58:19,396 | INFO | model | Epoch 14/30, Average Loss: 0.6787
2025-05-13 08:59:47,981 | INFO | model | Epoch 15/30, Average Loss: 0.6124
2025-05-13 09:01:17,045 | INFO | model | Epoch 16/30, Average Loss: 0.5386
2025-05-13 09:02:45,831 | INFO | model | Epoch 17/30, Average Loss: 0.5693
2025-05-13 09:04:14,714 | INFO | model | Epoch 18/30, Average Loss: 0.5089
2025-05-13 09:05:43,392 | INFO | model | Epoch 19/30, Average Loss: 0.5599
2025-05-13 09:07:12,252 | INFO | model | Epoch 20/30, Average Loss: 0.4940
2025-05-13 09:08:45,586 | INFO | model | Epoch 21/30, Average Loss: 0.5216
2025-05-13 09:10:14,517 | INFO | model | Epoch 22/30, Average Loss: 0.4960
2025-05-13 09:11:43,163 | INFO | model | Epoch 23/30, Average Loss: 0.4266
2025-05-13 09:13:12,186 | INFO | model | Epoch 24/30, Average Loss: 0.4486
2025-05-13 09:14:40,837 | INFO | model | Epoch 25/30, Average Loss: 0.4537
2025-05-13 09:16:09,950 | INFO | model | Epoch 26/30, Average Loss: 0.4226
2025-05-13 09:17:38,609 | INFO | model | Epoch 27/30, Average Loss: 0.4186
2025-05-13 09:19:12,005 | INFO | model | Epoch 28/30, Average Loss: 0.4824
2025-05-13 09:20:40,643 | INFO | model | Epoch 29/30, Average Loss: 0.3985
2025-05-13 09:22:09,605 | INFO | model | Epoch 30/30, Average Loss: 0.4265
2025-05-13 09:22:30,722 | INFO | model | The accuracy of the model is 0.552
