NEW RUN - Noise Mode:none, Dupes:True2025-05-13 11:41:08,212 | INFO | __main__ | Experiment started.
2025-05-13 11:41:09,466 | INFO | __main__ | Using cuda device
2025-05-13 11:41:09,466 | INFO | __main__ | True
2025-05-13 11:41:09,466 | INFO | __main__ | 

=== Training with noise_mode = 'none' ===
2025-05-13 11:41:11,455 | INFO | vqa_data | DUPES IS : True
2025-05-13 11:41:11,460 | INFO | vqa_data | NO DUPES: 940
2025-05-13 11:41:33,836 | INFO | model | The accuracy of the model is 0.512
2025-05-13 11:41:33,842 | INFO | model | Starting training run: 1
2025-05-13 11:43:04,565 | INFO | model | Epoch 1/30, Average Loss: 5.3757
2025-05-13 11:44:34,633 | INFO | model | Epoch 2/30, Average Loss: 3.5609
2025-05-13 11:46:05,113 | INFO | model | Epoch 3/30, Average Loss: 2.7779
2025-05-13 11:47:35,206 | INFO | model | Epoch 4/30, Average Loss: 2.3783
2025-05-13 11:49:09,894 | INFO | model | Epoch 5/30, Average Loss: 1.9680
2025-05-13 11:50:40,084 | INFO | model | Epoch 6/30, Average Loss: 1.6125
2025-05-13 11:52:10,499 | INFO | model | Epoch 7/30, Average Loss: 1.3573
2025-05-13 11:53:40,490 | INFO | model | Epoch 8/30, Average Loss: 1.0976
2025-05-13 11:55:10,863 | INFO | model | Epoch 9/30, Average Loss: 0.9408
2025-05-13 11:56:41,061 | INFO | model | Epoch 10/30, Average Loss: 0.8497
2025-05-13 11:58:13,891 | INFO | model | Epoch 11/30, Average Loss: 0.7431
2025-05-13 11:59:45,961 | INFO | model | Epoch 12/30, Average Loss: 0.7129
2025-05-13 12:01:15,979 | INFO | model | Epoch 13/30, Average Loss: 0.6794
2025-05-13 12:02:45,825 | INFO | model | Epoch 14/30, Average Loss: 0.6353
2025-05-13 12:04:15,905 | INFO | model | Epoch 15/30, Average Loss: 0.5632
2025-05-13 12:05:45,547 | INFO | model | Epoch 16/30, Average Loss: 0.5620
2025-05-13 12:07:15,612 | INFO | model | Epoch 17/30, Average Loss: 0.5382
2025-05-13 12:08:50,014 | INFO | model | Epoch 18/30, Average Loss: 0.4635
2025-05-13 12:10:19,602 | INFO | model | Epoch 19/30, Average Loss: 0.4582
2025-05-13 12:11:48,684 | INFO | model | Epoch 20/30, Average Loss: 0.4721
2025-05-13 12:13:18,278 | INFO | model | Epoch 21/30, Average Loss: 0.5106
2025-05-13 12:14:47,728 | INFO | model | Epoch 22/30, Average Loss: 0.4578
2025-05-13 12:16:17,512 | INFO | model | Epoch 23/30, Average Loss: 0.4223
2025-05-13 12:17:46,753 | INFO | model | Epoch 24/30, Average Loss: 0.4245
2025-05-13 12:19:21,007 | INFO | model | Epoch 25/30, Average Loss: 0.4356
2025-05-13 12:20:50,263 | INFO | model | Epoch 26/30, Average Loss: 0.4355
2025-05-13 12:22:19,503 | INFO | model | Epoch 27/30, Average Loss: 0.4217
2025-05-13 12:23:48,817 | INFO | model | Epoch 28/30, Average Loss: 0.4271
2025-05-13 12:25:18,295 | INFO | model | Epoch 29/30, Average Loss: 0.3926
2025-05-13 12:26:47,473 | INFO | model | Epoch 30/30, Average Loss: 0.4122
2025-05-13 12:27:09,067 | INFO | model | The accuracy of the model is 0.528
