no-training_dupesFalse,0.5
no-training_dupesFalse,0.35185185185185186
no-training_dupesFalse,0.5740740740740741
no-training_dupesFalse,0.46296296296296297
no-training_dupesFalse,0.5185185185185185
no-training_dupesFalse,0.7037037037037037
no-training_dupesFalse,0.46296296296296297
no-training_dupesFalse,0.46296296296296297
no-training_dupesFalse,0.5370370370370371
no-training_dupesTrue,0.504
no-training_dupesTrue,0.512
no-training_dupesTrue,0.512
no-training_dupesTrue,0.488
no-training_dupesTrue,0.48
no-training_dupesFalse,0.5185185185185185
no-training_dupesFalse,0.6666666666666666
no-training_dupesFalse,0.37037037037037035
no-training_dupesFalse,0.3888888888888889
no-training_dupesFalse,0.48148148148148145
no-training_dupesTrue,0.512
no-training_dupesTrue,0.36
